year,day,team1,team2,score1,score2,target
3010,157,234,69,332,301,True
3010,157,239,260,325,278,True
3010,157,363,243,181,189,False
3010,157,263,249,189,317,False
3010,157,250,103,278,251,True
3010,157,165,251,228,243,False
3010,157,253,223,313,270,True
3010,157,254,124,301,259,True
3010,157,256,220,243,205,True
3010,157,246,257,286,294,False
3010,157,258,319,282,270,True
3010,157,269,259,224,270,False
3010,157,237,262,267,313,False
3010,157,68,264,170,297,False
3010,157,279,308,247,224,True
3010,157,8,280,282,325,False
3010,157,252,283,255,305,False
3010,157,154,284,247,282,False
3010,157,317,285,212,274,False
3010,157,296,286,274,321,False
3010,157,159,289,236,294,False
3010,157,290,232,321,309,True
3010,157,339,293,247,294,False
3010,157,297,96,251,243,True
3010,157,299,298,297,294,True
3010,157,300,301,267,228,True
3010,157,302,222,259,247,True
3010,157,304,84,294,286,True
3010,157,305,196,297,247,True
3010,157,307,316,294,247,True
3010,157,312,287,278,201,True
3010,157,192,318,247,286,False
3010,157,321,247,294,239,True
3010,157,324,207,344,309,True
3010,157,211,327,259,321,False
3010,157,40,328,216,247,False
3010,157,329,153,325,178,True
3010,157,156,331,263,274,False
3010,157,333,120,313,267,True
3010,157,334,342,313,305,True
3010,157,335,146,255,232,True
3010,157,320,336,228,325,False
3010,157,337,352,282,224,True
3010,157,357,340,236,263,False
3010,157,343,98,212,162,True
3010,157,344,85,290,212,True
3010,157,338,348,301,352,False
3010,157,13,349,313,348,False
3010,157,353,354,270,313,False
3010,157,355,79,270,232,True
3010,157,360,56,278,216,True
3010,157,364,136,274,236,True
3010,159,19,10,178,232,False
3010,159,7,31,212,259,False
3010,159,121,37,259,297,False
3010,159,23,38,290,325,False
3010,159,91,66,270,286,False
3010,159,282,82,301,328,False
3010,159,99,266,340,282,True
3010,159,198,148,193,251,False
3010,159,59,150,216,236,False
3010,159,45,164,216,278,False
3010,159,173,139,290,239,True
3010,159,168,201,267,313,False
3010,159,210,133,375,352,True
3010,159,204,228,193,201,False
3010,159,244,271,178,212,False
3010,159,109,291,251,255,False
3010,161,167,3,267,328,False
3010,161,5,311,267,247,True
3010,161,6,241,263,162,True
3010,161,44,25,328,363,False
3010,161,171,26,270,274,False
3010,161,49,28,251,290,False
3010,161,191,48,317,348,False
3010,161,359,58,239,317,False
3010,161,63,293,325,216,True
3010,161,64,213,278,267,True
3010,161,102,89,232,259,False
3010,161,322,90,251,332,False
3010,161,104,11,313,297,True
3010,161,190,112,267,321,False
3010,161,124,199,236,232,True
3010,161,126,125,228,290,False
3010,161,15,138,185,255,False
3010,161,142,181,251,216,True
3010,161,105,152,236,243,False
3010,161,154,252,344,294,True
3010,161,114,188,243,247,False
3010,161,309,205,259,344,False
3010,161,175,225,247,259,False
3010,161,254,75,232,162,True
3010,161,207,261,263,278,False
3010,161,283,284,325,208,True
3010,161,337,286,259,286,False
3010,161,307,94,282,263,True
3010,161,310,8,286,201,True
3010,161,324,2,243,193,True
3010,161,246,347,259,263,False
3010,162,72,54,259,189,True
3010,162,308,77,224,278,False
3010,162,278,87,220,228,False
3010,162,110,99,251,313,False
3010,162,131,128,189,197,False
3010,162,96,146,251,263,False
3010,162,251,169,236,286,False
3010,162,187,84,286,259,True
3010,162,229,301,352,305,True
3010,162,256,183,228,201,True
3010,162,122,279,278,290,False
3010,162,289,273,263,228,True
3010,162,166,295,305,328,False
3010,162,24,303,243,321,False
3010,162,53,362,267,274,False
3010,164,320,7,232,247,False
3010,164,16,20,286,201,True
3010,164,209,17,286,363,False
3010,164,3,23,274,297,False
3010,164,223,30,267,294,False
3010,164,206,31,193,270,False
3010,164,33,91,263,232,True
3010,164,39,136,278,212,True
3010,164,220,66,181,224,False
3010,164,250,73,220,239,False
3010,164,79,132,267,255,True
3010,164,333,80,220,255,False
3010,164,38,85,255,297,False
3010,164,103,282,394,301,True
3010,164,306,106,220,286,False
3010,164,108,179,247,197,True
3010,164,120,74,243,236,True
3010,164,141,356,321,294,True
3010,164,204,143,236,301,False
3010,164,196,145,259,267,False
3010,164,151,321,317,263,True
3010,164,161,297,325,259,True
3010,164,116,163,247,290,False
3010,164,164,159,352,208,True
3010,164,168,338,274,259,True
3010,164,157,172,224,239,False
3010,164,175,32,255,232,True
3010,164,177,134,344,278,True
3010,164,201,348,282,263,True
3010,164,226,221,278,247,True
3010,164,228,135,290,185,True
3010,164,323,230,224,263,False
3010,164,285,238,197,274,False
3010,164,236,245,181,239,False
3010,164,340,247,178,243,False
3010,164,248,147,224,208,True
3010,164,253,174,278,270,True
3010,164,327,272,232,267,False
3010,164,276,4,348,317,True
3010,164,296,100,220,181,True
3010,164,300,60,294,243,True
3010,164,149,310,301,348,False
3010,164,244,339,220,267,False
3010,164,344,41,305,243,True
3010,164,352,271,267,247,True
3010,164,129,355,193,270,False
3010,164,357,57,197,193,True
3010,164,178,358,255,309,False
3010,164,160,360,274,321,False
3010,166,14,275,332,205,True
3010,166,140,22,278,325,False
3010,166,316,25,236,297,False
3010,166,29,309,282,239,True
3010,166,43,12,336,321,True
3010,166,47,334,301,282,True
3010,166,184,48,208,282,False
3010,166,342,52,228,243,False
3010,166,69,153,247,216,True
3010,166,208,76,208,263,False
3010,166,364,78,166,247,False
3010,166,214,81,313,321,False
3010,166,86,186,247,236,True
3010,166,246,92,278,290,False
3010,166,45,93,243,259,False
3010,166,237,111,282,359,False
3010,166,264,125,174,220,False
3010,166,127,354,332,317,True
3010,166,137,231,402,371,True
3010,166,139,105,321,301,True
3010,166,152,94,290,259,True
3010,166,101,156,290,309,False
3010,166,191,154,297,282,True
3010,166,83,193,259,328,False
3010,166,210,165,336,197,True
3010,166,218,292,282,236,True
3010,166,170,222,313,356,False
3010,166,314,234,201,247,False
3010,166,158,239,228,286,False
3010,166,240,185,228,220,True
3010,166,257,252,239,274,False
3010,166,260,265,267,286,False
3010,166,302,268,243,247,False
3010,166,269,304,344,301,True
3010,166,205,274,270,274,False
3010,166,224,281,263,301,False
3010,166,284,347,263,255,True
3010,166,262,288,197,290,False
3010,166,290,13,313,197,True
3010,166,291,44,290,278,True
3010,166,299,259,348,321,True
3010,166,318,217,363,313,True
3010,166,326,319,259,321,False
3010,166,42,329,166,220,False
3010,166,331,249,406,239,True
3010,166,336,27,270,197,True
3010,166,337,107,290,232,True
3010,166,343,192,270,255,True
3010,166,349,325,359,317,True
3010,166,350,317,212,185,True
3010,166,56,353,224,232,False
3010,168,148,59,255,290,False
3010,168,65,35,371,313,True
3010,168,49,119,301,313,False
3010,168,235,117,402,267,True
3010,168,71,243,174,236,False
3010,168,251,289,267,297,False
3010,168,307,109,328,267,True
3010,168,62,363,224,243,False
3010,169,361,2,274,321,False
3010,169,15,5,270,313,False
3010,169,138,8,228,255,False
3010,169,275,17,208,216,False
3010,169,108,20,208,220,False
3010,169,22,259,236,216,True
3010,169,301,24,247,278,False
3010,169,25,94,220,208,True
3010,169,29,249,309,267,True
3010,169,31,116,301,174,True
3010,169,35,62,348,313,True
3010,169,37,10,259,239,True
3010,169,38,167,297,224,True
3010,169,160,39,259,286,False
3010,169,40,324,247,236,True
3010,169,13,43,321,328,False
3010,169,165,45,243,301,False
3010,169,47,342,301,247,True
3010,169,92,48,267,270,False
3010,169,87,50,348,371,False
3010,169,341,51,274,282,False
3010,169,122,53,197,208,False
3010,169,143,60,313,317,False
3010,169,63,352,340,224,True
3010,169,97,64,239,255,False
3010,169,68,315,267,255,True
3010,169,69,314,216,197,True
3010,169,219,70,375,425,False
3010,169,58,72,263,286,False
3010,169,74,306,309,294,True
3010,169,166,77,301,325,False
3010,169,78,56,297,212,True
3010,169,356,80,278,321,False
3010,169,304,83,305,321,False
3010,169,85,3,297,208,True
3010,169,185,86,201,274,False
3010,169,11,90,243,255,False
3010,169,91,79,297,263,True
3010,169,93,210,267,228,True
3010,169,335,96,274,313,False
3010,169,274,101,286,290,False
3010,169,104,102,278,297,False
3010,169,248,103,278,325,False
3010,169,174,107,247,309,False
3010,169,297,110,239,297,False
3010,169,111,158,336,220,True
3010,169,112,280,282,270,True
3010,169,263,118,212,216,False
3010,169,230,120,305,309,False
3010,169,121,19,301,147,True
3010,169,125,42,232,170,True
3010,169,351,126,290,313,False
3010,169,134,131,325,317,True
3010,169,137,281,325,309,True
3010,169,44,139,294,305,False
3010,169,141,106,278,247,True
3010,169,303,142,297,371,False
3010,169,145,41,294,236,True
3010,169,276,146,247,251,False
3010,169,222,149,375,425,False
3010,169,150,198,255,147,True
3010,169,151,57,305,251,True
3010,169,157,312,282,212,True
3010,169,161,16,251,201,True
3010,169,75,171,255,267,False
3010,169,287,172,208,243,False
3010,169,175,305,236,220,True
3010,169,245,176,243,247,False
3010,169,226,177,270,325,False
3010,169,179,180,216,309,False
3010,169,182,224,340,224,True
3010,169,183,129,267,220,True
3010,169,246,184,301,344,False
3010,169,240,186,216,247,False
3010,169,187,298,344,290,True
3010,169,188,26,305,247,True
3010,169,190,6,278,224,True
3010,169,283,191,247,301,False
3010,169,192,98,208,205,True
3010,169,269,193,286,309,False
3010,169,199,213,228,220,True
3010,169,201,338,305,243,True
3010,169,181,204,239,301,False
3010,169,205,156,305,247,True
3010,169,206,7,232,208,True
3010,169,207,61,243,197,True
3010,169,208,217,297,239,True
3010,169,209,14,387,367,True
3010,169,214,348,305,282,True
3010,169,132,220,247,263,False
3010,169,221,358,267,197,True
3010,169,23,225,325,340,False
3010,169,229,135,340,259,True
3010,169,233,232,286,313,False
3010,169,153,234,224,259,False
3010,169,71,235,189,259,False
3010,169,239,237,259,274,False
3010,169,238,223,255,224,True
3010,169,311,241,263,278,False
3010,169,243,117,224,193,True
3010,169,244,293,286,236,True
3010,169,82,250,197,274,False
3010,169,252,347,290,263,True
3010,169,114,254,212,321,False
3010,169,66,256,232,236,False
3010,169,257,284,290,247,True
3010,169,258,211,274,243,True
3010,169,260,265,286,274,True
3010,169,253,271,224,328,False
3010,169,272,319,313,263,True
3010,169,133,273,232,236,False
3010,169,286,147,344,243,True
3010,169,288,262,267,243,True
3010,169,12,290,297,309,False
3010,169,105,291,185,239,False
3010,169,296,282,236,170,True
3010,169,299,140,390,332,True
3010,169,278,308,251,270,False
3010,169,136,310,212,220,False
3010,169,316,152,282,220,True
3010,169,317,349,309,290,True
3010,169,318,76,363,286,True
3010,169,89,322,205,259,False
3010,169,268,326,247,267,False
3010,169,327,170,359,313,True
3010,169,261,328,236,251,False
3010,169,264,329,208,243,False
3010,169,331,309,301,255,True
3010,169,323,333,158,189,False
3010,169,334,52,305,263,True
3010,169,32,344,282,340,False
3010,169,325,350,197,232,False
3010,169,364,353,270,282,False
3010,169,354,360,278,255,True
3010,169,357,247,205,201,True
3010,169,359,54,301,263,True
3010,169,362,100,286,201,True
3010,169,363,65,259,185,True
3010,171,321,28,201,305,False
3010,171,30,285,344,236,True
3010,171,73,169,255,228,True
3010,171,55,81,212,313,False
3010,171,178,128,267,305,False
3010,171,27,163,197,325,False
3010,171,164,289,297,282,True
3010,171,168,99,282,239,True
3010,171,251,159,224,197,True
3010,171,228,300,143,255,False
3010,171,173,307,297,313,False
3010,171,320,292,278,205,True
3010,171,336,218,259,251,True
3010,171,33,355,220,301,False
3010,173,61,2,170,201,False
3010,173,15,6,201,259,False
3010,173,8,112,301,297,True
3010,173,40,261,321,267,True
3010,173,41,196,321,286,True
3010,173,119,57,201,282,False
3010,173,58,11,251,243,True
3010,173,26,64,201,251,False
3010,173,298,84,251,263,False
3010,173,54,89,228,282,False
3010,173,90,51,317,309,True
3010,173,188,97,259,321,False
3010,173,341,104,251,263,False
3010,173,114,199,328,224,True
3010,173,280,138,282,313,False
3010,173,340,141,251,294,False
3010,173,151,49,274,259,True
3010,173,124,171,212,216,False
3010,173,92,184,224,232,False
3010,173,5,190,201,236,False
3010,173,207,361,336,290,True
3010,173,213,254,340,286,True
3010,173,223,63,309,286,True
3010,173,142,229,232,309,False
3010,173,272,268,278,286,False
3010,173,238,271,259,263,False
3010,173,295,278,208,197,True
3010,173,359,322,309,328,False
3010,173,324,328,216,270,False
3010,175,198,10,189,274,False
3010,175,37,150,247,243,True
3010,175,102,72,282,321,False
3010,175,83,269,344,328,True
3010,175,214,110,297,340,False
3010,175,128,177,290,197,True
3010,175,146,4,255,212,True
3010,175,60,181,251,297,False
3010,175,99,201,228,290,False
3010,175,243,235,201,259,False
3010,175,293,253,243,236,True
3010,175,300,24,325,224,True
3010,175,250,362,197,239,False
3010,177,175,3,170,185,False
3010,177,7,27,178,224,False
3010,177,30,174,286,278,True
3010,177,32,225,313,274,True
3010,177,278,53,259,309,False
3010,177,33,66,216,286,False
3010,177,74,356,282,263,True
3010,177,77,287,270,263,True
3010,177,360,78,232,286,False
3010,177,80,120,356,267,True
3010,177,338,81,290,359,False
3010,177,91,129,305,185,True
3010,177,251,93,154,251,False
3010,177,103,100,297,255,True
3010,177,106,333,267,220,True
3010,177,59,121,189,232,False
3010,177,236,131,216,290,False
3010,177,136,137,228,313,False
3010,177,143,135,348,228,True
3010,177,38,145,290,305,False
3010,177,147,82,274,212,True
3010,177,19,148,270,301,False
3010,177,149,302,317,297,True
3010,177,163,206,232,224,True
3010,177,167,85,290,263,True
3010,177,172,87,305,282,True
3010,177,176,178,301,313,False
3010,177,180,276,305,290,True
3010,177,204,301,321,297,True
3010,177,218,116,282,236,True
3010,177,220,183,247,228,True
3010,177,245,221,150,154,False
3010,177,303,228,185,243,False
3010,177,141,230,220,274,False
3010,177,244,337,387,286,True
3010,177,256,79,371,294,True
3010,177,286,73,313,259,True
3010,177,296,248,267,205,True
3010,177,16,297,251,267,False
3010,177,196,305,236,267,False
3010,177,308,122,297,243,True
3010,177,17,310,259,270,False
3010,177,279,312,251,267,False
3010,177,340,321,197,228,False
3010,177,306,323,197,247,False
3010,177,335,108,236,150,True
3010,177,336,292,259,232,True
3010,177,107,339,251,309,False
3010,177,23,344,236,278,False
3010,177,352,285,332,201,True
3010,177,355,132,259,205,True
3010,177,357,119,301,259,True
3010,177,134,358,201,208,False
3010,177,359,58,328,294,True
3010,178,12,325,375,270,True
3010,178,13,317,286,239,True
3010,178,22,304,305,212,True
3010,178,31,320,274,228,True
3010,178,39,56,220,216,True
3010,178,44,173,267,255,True
3010,178,284,48,263,305,False
3010,178,50,157,297,274,True
3010,178,281,52,228,282,False
3010,178,314,68,243,270,False
3010,178,259,84,166,243,False
3010,178,86,70,321,220,True
3010,178,105,109,232,278,False
3010,178,262,111,185,274,False
3010,178,127,364,239,224,True
3010,178,118,156,236,239,False
3010,178,158,265,255,185,True
3010,178,182,342,286,201,True
3010,178,191,184,178,220,False
3010,178,185,351,224,212,True
3010,178,126,186,274,294,False
3010,178,187,140,313,282,True
3010,178,299,193,301,348,False
3010,178,29,205,301,356,False
3010,178,208,209,143,197,False
3010,178,192,217,247,267,False
3010,178,222,211,301,297,True
3010,178,224,47,294,247,True
3010,178,233,350,251,224,True
3010,178,234,125,239,216,True
3010,178,237,260,352,282,True
3010,178,240,219,328,301,True
3010,178,252,246,340,317,True
3010,178,268,258,247,267,False
3010,178,266,171,282,228,True
3010,178,273,159,297,259,True
3010,178,263,274,212,239,False
3010,178,239,288,243,317,False
3010,178,291,94,294,278,True
3010,178,83,298,263,290,False
3010,178,153,315,290,297,False
3010,178,316,139,301,267,True
3010,178,275,318,282,305,False
3010,178,170,326,301,344,False
3010,178,319,327,239,301,False
3010,178,69,329,181,267,False
3010,178,101,331,212,224,False
3010,178,334,231,325,282,True
3010,178,76,343,251,301,False
3010,178,154,347,247,286,False
3010,178,55,348,259,317,False
3010,178,232,349,286,321,False
3010,178,160,354,274,297,False
3010,180,152,25,220,267,False
3010,180,35,117,352,259,True
3010,180,10,150,251,332,False
3010,180,133,164,267,340,False
3010,180,235,62,352,294,True
3010,180,243,65,267,247,True
3010,180,251,165,286,259,True
3010,180,278,279,263,232,True
3010,180,341,11,247,239,True
3010,180,363,71,301,154,True
3010,182,207,2,193,197,False
3010,182,297,4,270,321,False
3010,182,6,5,282,247,True
3010,182,12,317,414,321,True
3010,182,98,14,178,239,False
3010,182,59,19,243,263,False
3010,182,193,22,216,243,False
3010,182,23,196,259,239,True
3010,182,26,213,197,193,True
3010,182,206,27,205,228,False
3010,182,29,101,212,170,True
3010,182,220,33,247,278,False
3010,182,35,71,325,247,True
3010,182,37,198,208,201,True
3010,182,41,38,255,290,False
3010,182,361,40,205,259,False
3010,182,45,93,251,236,True
3010,182,281,47,170,332,False
3010,182,247,49,178,274,False
3010,182,322,51,286,336,False
3010,182,137,52,278,294,False
3010,182,57,340,232,170,True
3010,182,54,58,150,228,False
3010,182,64,75,193,150,True
3010,182,68,153,297,294,True
3010,182,72,104,317,278,True
3010,182,122,77,208,255,False
3010,182,39,78,185,208,False
3010,182,79,66,301,282,True
3010,182,140,84,290,317,False
3010,182,305,85,305,325,False
3010,182,86,219,352,313,True
3010,182,90,89,282,224,True
3010,182,92,191,282,251,True
3010,182,97,114,297,228,True
3010,182,55,99,201,251,False
3010,182,102,359,297,282,True
3010,182,105,173,328,297,True
3010,182,106,80,290,278,True
3010,182,146,108,263,286,False
3010,182,44,109,259,348,False
3010,182,288,111,232,305,False
3010,182,363,117,274,301,False
3010,182,118,274,239,228,True
3010,182,356,120,267,301,False
3010,182,124,188,243,239,True
3010,182,125,69,232,216,True
3010,182,56,127,216,259,False
3010,182,132,129,143,243,False
3010,182,176,134,236,267,False
3010,182,135,300,301,297,True
3010,182,139,94,270,267,True
3010,182,145,32,309,278,True
3010,182,147,282,344,301,True
3010,182,121,148,278,301,False
3010,182,151,28,352,278,True
3010,182,158,260,255,247,True
3010,182,96,161,270,282,False
3010,182,163,7,185,139,True
3010,182,149,170,278,297,False
3010,182,199,171,224,251,False
3010,182,172,166,344,274,True
3010,182,177,178,267,224,True
3010,182,20,179,263,278,False
3010,182,16,180,270,297,False
3010,182,185,126,340,328,True
3010,182,259,187,201,251,False
3010,182,8,190,201,305,False
3010,182,192,76,251,185,True
3010,182,205,331,356,243,True
3010,182,275,208,251,286,False
3010,182,318,209,208,263,False
3010,182,289,210,282,336,False
3010,182,320,218,301,313,False
3010,182,221,236,251,201,True
3010,182,271,223,263,274,False
3010,182,3,225,305,321,False
3010,182,301,228,278,301,False
3010,182,24,229,224,352,False
3010,182,74,230,286,328,False
3010,182,231,342,286,255,True
3010,182,350,232,239,259,False
3010,182,234,329,247,232,True
3010,182,235,65,305,201,True
3010,182,237,265,359,348,True
3010,182,70,240,251,267,False
3010,182,241,138,259,247,True
3010,182,243,62,301,274,True
3010,182,244,30,236,201,True
3010,182,245,131,274,216,True
3010,182,246,284,251,243,True
3010,182,309,249,398,429,False
3010,182,100,250,205,286,False
3010,182,252,48,267,263,True
3010,182,183,256,224,228,False
3010,182,154,257,336,356,False
3010,182,262,239,332,282,True
3010,182,263,156,216,205,True
3010,182,264,42,282,220,True
3010,182,268,211,309,270,True
3010,182,276,335,317,290,True
3010,182,280,15,278,197,True
3010,182,286,248,282,228,True
3010,182,50,287,174,178,False
3010,182,43,290,224,267,False
3010,182,116,292,239,270,False
3010,182,293,174,352,286,True
3010,182,296,107,228,205,True
3010,182,298,269,348,332,True
3010,182,304,299,236,247,False
3010,182,302,319,348,247,True
3010,182,143,303,274,317,False
3010,182,295,308,255,259,False
3010,182,310,294,348,278,True
3010,182,112,311,348,383,False
3010,182,312,87,278,267,True
3010,182,315,314,278,208,True
3010,182,316,291,286,208,True
3010,182,119,321,282,301,False
3010,182,141,323,216,255,False
3010,182,13,325,325,359,False
3010,182,272,326,259,274,False
3010,182,258,327,251,263,False
3010,182,61,328,270,309,False
3010,182,306,333,170,263,False
3010,182,182,334,232,270,False
3010,182,110,338,309,317,False
3010,182,343,217,309,301,True
3010,182,283,347,270,286,False
3010,182,349,233,309,305,True
3010,182,351,186,294,228,True
3010,182,337,352,232,259,False
3010,182,160,353,282,309,False
3010,182,355,91,348,282,True
3010,182,226,358,185,301,False
3010,182,360,136,255,247,True
3010,182,362,169,247,170,True
3010,182,364,354,328,325,True
3010,184,336,31,270,309,False
3010,184,73,82,270,224,True
3010,184,273,164,239,305,False
3010,184,133,165,220,228,False
3010,184,344,167,294,317,False
3010,184,181,324,363,232,True
3010,184,81,201,286,301,False
3010,184,142,204,212,286,False
3010,184,214,168,375,332,True
3010,184,238,63,290,263,True
3010,184,253,339,328,201,True
3010,184,25,307,259,286,False
3010,184,348,53,352,328,True
3010,185,15,8,239,255,False
3010,185,17,98,317,220,True
3010,185,271,30,243,259,False
3010,185,40,61,305,282,True
3010,185,246,48,224,325,False
3010,185,49,340,247,189,True
3010,185,51,89,239,220,True
3010,185,64,124,270,243,True
3010,185,74,323,239,236,True
3010,185,54,90,197,282,False
3010,185,347,92,224,274,False
3010,185,210,93,251,270,False
3010,185,102,341,278,243,True
3010,185,241,112,236,309,False
3010,185,114,26,309,224,True
3010,185,119,28,243,239,True
3010,185,254,171,236,247,False
3010,185,175,23,239,212,True
3010,185,188,75,247,232,True
3010,185,280,190,270,282,False
3010,185,97,213,239,243,False
3010,185,293,223,278,325,False
3010,185,229,228,251,201,True
3010,185,247,57,325,290,True
3010,185,251,45,255,243,True
3010,185,184,257,243,270,False
3010,185,5,266,267,297,False
3010,185,310,2,143,135,True
3010,185,138,311,236,263,False
3010,185,361,328,286,251,True
3010,187,322,11,232,317,False
3010,187,338,99,220,294,False
3010,187,96,108,239,294,False
3010,187,245,177,212,239,False
3010,187,79,183,228,263,False
3010,187,193,304,297,170,True
3010,187,252,284,297,332,False
3010,187,295,157,274,178,True
3010,187,152,307,263,371,False
3010,187,261,324,251,263,False
3010,189,41,3,255,336,False
3010,189,20,161,309,263,True
3010,189,22,259,263,178,True
3010,189,29,118,286,220,True
3010,189,31,163,247,205,True
3010,189,32,196,267,201,True
3010,189,33,129,251,178,True
3010,189,85,38,247,321,False
3010,189,354,39,224,290,False
3010,189,278,50,278,325,False
3010,189,201,55,212,232,False
3010,189,60,303,328,290,True
3010,189,63,174,294,243,True
3010,189,66,132,267,251,True
3010,189,359,72,243,282,False
3010,189,160,78,239,267,False
3010,189,80,230,317,255,True
3010,189,87,308,294,255,True
3010,189,309,101,158,236,False
3010,189,73,103,247,255,False
3010,189,58,104,294,317,False
3010,189,239,111,267,305,False
3010,189,106,120,220,259,False
3010,189,127,353,243,212,True
3010,189,358,128,220,251,False
3010,189,134,226,301,259,True
3010,189,24,142,208,286,False
3010,189,204,143,224,243,False
3010,189,145,167,332,251,True
3010,189,16,146,216,282,False
3010,189,151,357,286,239,True
3010,189,165,164,201,294,False
3010,189,170,272,274,263,True
3010,189,225,175,243,247,False
3010,189,236,176,205,294,False
3010,189,131,178,274,282,False
3010,189,135,181,270,317,False
3010,189,206,320,239,232,True
3010,189,218,27,267,220,True
3010,189,220,355,328,309,True
3010,189,169,248,255,282,False
3010,189,249,205,336,290,True
3010,189,282,250,212,290,False
3010,189,91,256,267,325,False
3010,189,26,266,216,220,False
3010,189,222,268,301,328,False
3010,189,122,279,185,270,False
3010,189,285,107,251,224,True
3010,189,100,286,208,278,False
3010,189,287,166,224,208,True
3010,189,288,260,336,259,True
3010,189,7,292,286,313,False
3010,189,296,82,321,251,True
3010,189,179,297,255,321,False
3010,189,300,301,297,220,True
3010,189,53,312,267,309,False
3010,189,314,153,309,274,True
3010,189,318,208,294,224,True
3010,189,327,326,282,305,False
3010,189,333,141,356,236,True
3010,189,4,335,259,270,False
3010,189,336,116,181,174,True
3010,189,339,337,263,309,False
3010,189,344,305,344,239,True
3010,189,81,348,325,348,False
3010,189,306,356,263,286,False
3010,189,147,362,263,301,False
3010,191,232,12,336,387,False
3010,191,343,14,232,263,False
3010,191,291,25,259,340,False
3010,191,182,47,212,243,False
3010,191,69,42,313,270,True
3010,191,70,351,247,236,True
3010,191,76,217,255,239,True
3010,191,187,83,228,294,False
3010,191,269,84,313,328,False
3010,191,93,133,317,220,True
3010,191,109,94,348,294,True
3010,191,110,168,290,247,True
3010,191,68,125,216,255,False
3010,191,139,152,274,255,True
3010,191,140,299,309,228,True
3010,191,184,154,243,212,True
3010,191,252,191,205,267,False
3010,191,17,192,267,270,False
3010,191,298,193,278,340,False
3010,191,209,275,328,321,True
3010,191,159,210,239,267,False
3010,191,211,149,321,305,True
3010,191,126,219,278,328,False
3010,191,224,137,294,282,True
3010,191,52,231,236,290,False
3010,191,13,233,236,263,False
3010,191,234,264,236,224,True
3010,191,302,258,282,332,False
3010,191,281,342,243,212,True
3010,191,257,283,305,359,False
3010,191,92,284,220,243,False
3010,191,289,45,398,344,True
3010,191,290,325,294,259,True
3010,191,173,316,224,321,False
3010,191,317,43,255,189,True
3010,191,315,329,278,297,False
3010,191,263,331,201,251,False
3010,191,48,347,243,255,False
3010,191,349,350,274,259,True
3010,191,364,360,236,313,False
3010,192,10,121,251,197,True
3010,192,235,35,286,301,False
3010,192,148,37,236,305,False
3010,192,198,59,228,232,False
3010,192,117,62,220,255,False
3010,192,71,65,174,267,False
3010,192,44,105,267,325,False
3010,192,150,19,263,243,True
3010,192,363,243,224,270,False
3010,194,328,2,220,228,False
3010,194,180,4,282,297,False
3010,194,5,280,317,247,True
3010,194,8,6,174,251,False
3010,194,116,7,228,297,False
3010,194,13,232,332,290,True
3010,194,192,14,208,228,False
3010,194,276,16,255,317,False
3010,194,139,25,243,282,False
3010,194,26,124,317,294,True
3010,194,266,28,278,356,False
3010,194,263,29,197,278,False
3010,194,32,364,294,247,True
3010,194,33,196,294,259,True
3010,194,38,132,247,197,True
3010,194,39,225,247,243,True
3010,194,40,207,340,274,True
3010,194,41,91,348,282,True
3010,194,45,159,321,259,True
3010,194,257,48,321,367,False
3010,194,50,279,301,278,True
3010,194,11,51,189,286,False
3010,194,182,52,251,255,False
3010,194,157,53,236,255,False
3010,194,60,143,278,239,True
3010,194,71,62,224,282,False
3010,194,63,223,236,193,True
3010,194,199,64,216,255,False
3010,194,69,264,309,274,True
3010,194,70,126,325,270,True
3010,194,75,97,294,255,True
3010,194,23,78,189,270,False
3010,194,79,3,317,301,True
3010,194,306,80,197,290,False
3010,194,83,84,259,274,False
3010,194,85,56,336,255,True
3010,194,240,86,232,251,False
3010,194,87,295,290,270,True
3010,194,89,341,263,205,True
3010,194,101,90,239,255,False
3010,194,179,96,255,313,False
3010,194,209,98,224,243,False
3010,194,100,169,290,236,True
3010,194,102,54,232,181,True
3010,194,82,103,243,332,False
3010,194,106,74,290,236,True
3010,194,297,108,232,274,False
3010,194,109,316,243,236,True
3010,194,309,111,216,294,False
3010,194,112,138,290,251,True
3010,194,117,65,313,301,True
3010,194,119,247,224,220,True
3010,194,141,120,236,251,False
3010,194,122,278,205,201,True
3010,194,125,315,270,251,True
3010,194,127,323,297,201,True
3010,194,128,236,255,224,True
3010,194,129,160,297,274,True
3010,194,137,47,267,236,True
3010,194,142,135,348,344,True
3010,194,145,66,270,212,True
3010,194,20,146,228,263,False
3010,194,154,283,301,290,True
3010,194,156,274,286,267,True
3010,194,320,163,243,274,False
3010,194,164,354,321,294,True
3010,194,166,308,313,267,True
3010,194,172,312,282,255,True
3010,194,94,173,305,328,False
3010,194,183,175,255,290,False
3010,194,177,221,255,216,True
3010,194,181,24,270,255,True
3010,194,252,184,224,263,False
3010,194,186,185,224,259,False
3010,194,190,311,267,212,True
3010,194,205,305,232,224,True
3010,194,206,336,301,220,True
3010,194,314,208,247,267,False
3010,194,289,210,317,352,False
3010,194,171,213,220,243,False
3010,194,214,99,301,274,True
3010,194,353,220,290,317,False
3010,194,131,226,216,228,False
3010,194,229,204,336,321,True
3010,194,231,224,325,290,True
3010,194,233,12,348,325,True
3010,194,234,42,294,247,True
3010,194,363,235,236,267,False
3010,194,237,158,259,251,True
3010,194,352,238,224,259,False
3010,194,15,241,212,247,False
3010,194,243,35,263,236,True
